locationId,location,parameter,value,date,unit,coordinates,country,city,isMobile,isAnalysis,entity,sensorType
1519816,East Irvine - Northwood,temperature,20.730059305826824,"{'utc': '2024-07-19T09:00:00+00:00', 'local': '2024-07-19T02:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.052008946736652,"{'utc': '2024-07-19T08:00:00+00:00', 'local': '2024-07-19T01:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.311190605163574,"{'utc': '2024-07-19T07:00:00+00:00', 'local': '2024-07-19T00:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.65074412027995,"{'utc': '2024-07-19T06:00:00+00:00', 'local': '2024-07-18T23:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.27343765894572,"{'utc': '2024-07-19T05:00:00+00:00', 'local': '2024-07-18T22:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.225595315297443,"{'utc': '2024-07-19T04:00:00+00:00', 'local': '2024-07-18T21:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.747678756713867,"{'utc': '2024-07-19T03:00:00+00:00', 'local': '2024-07-18T20:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,26.282708168029785,"{'utc': '2024-07-19T02:00:00+00:00', 'local': '2024-07-18T19:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,28.204850991566975,"{'utc': '2024-07-19T01:00:00+00:00', 'local': '2024-07-18T18:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.12260389328003,"{'utc': '2024-07-19T00:00:00+00:00', 'local': '2024-07-18T17:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.458422819773357,"{'utc': '2024-07-18T23:00:00+00:00', 'local': '2024-07-18T16:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,30.70361614227295,"{'utc': '2024-07-18T22:00:00+00:00', 'local': '2024-07-18T15:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,31.785520712534588,"{'utc': '2024-07-18T21:00:00+00:00', 'local': '2024-07-18T14:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.534538904825844,"{'utc': '2024-07-18T20:00:00+00:00', 'local': '2024-07-18T13:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.65569877624512,"{'utc': '2024-07-18T19:00:00+00:00', 'local': '2024-07-18T12:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.39196443557739,"{'utc': '2024-07-18T18:00:00+00:00', 'local': '2024-07-18T11:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,31.104806582132976,"{'utc': '2024-07-18T17:00:00+00:00', 'local': '2024-07-18T10:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,25.826815287272137,"{'utc': '2024-07-18T16:00:00+00:00', 'local': '2024-07-18T09:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.85391362508138,"{'utc': '2024-07-18T15:00:00+00:00', 'local': '2024-07-18T08:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.453571796417236,"{'utc': '2024-07-18T14:00:00+00:00', 'local': '2024-07-18T07:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.47736628850301,"{'utc': '2024-07-18T13:00:00+00:00', 'local': '2024-07-18T06:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.725520928700764,"{'utc': '2024-07-18T12:00:00+00:00', 'local': '2024-07-18T05:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.390907923380535,"{'utc': '2024-07-18T11:00:00+00:00', 'local': '2024-07-18T04:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.426860014597576,"{'utc': '2024-07-18T10:00:00+00:00', 'local': '2024-07-18T03:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.4638245900472,"{'utc': '2024-07-18T09:00:00+00:00', 'local': '2024-07-18T02:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.35641384124756,"{'utc': '2024-07-18T08:00:00+00:00', 'local': '2024-07-18T01:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.37489589055379,"{'utc': '2024-07-18T07:00:00+00:00', 'local': '2024-07-18T00:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.587499618530273,"{'utc': '2024-07-18T06:00:00+00:00', 'local': '2024-07-17T23:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,28.956110954284668,"{'utc': '2024-07-18T00:00:00+00:00', 'local': '2024-07-17T17:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.716260115305584,"{'utc': '2024-07-17T23:00:00+00:00', 'local': '2024-07-17T16:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,31.374642372131348,"{'utc': '2024-07-17T22:00:00+00:00', 'local': '2024-07-17T15:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.342857360839844,"{'utc': '2024-07-17T21:00:00+00:00', 'local': '2024-07-17T14:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,31.37587817509969,"{'utc': '2024-07-17T20:00:00+00:00', 'local': '2024-07-17T13:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.628154913584392,"{'utc': '2024-07-17T19:00:00+00:00', 'local': '2024-07-17T12:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.53174098332723,"{'utc': '2024-07-17T18:00:00+00:00', 'local': '2024-07-17T11:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.07630443572998,"{'utc': '2024-07-17T17:00:00+00:00', 'local': '2024-07-17T10:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.451443354288738,"{'utc': '2024-07-17T16:00:00+00:00', 'local': '2024-07-17T09:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.690074284871418,"{'utc': '2024-07-17T15:00:00+00:00', 'local': '2024-07-17T08:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.156904856363933,"{'utc': '2024-07-17T14:00:00+00:00', 'local': '2024-07-17T07:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.880362033843994,"{'utc': '2024-07-17T13:00:00+00:00', 'local': '2024-07-17T06:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.725059509277344,"{'utc': '2024-07-17T12:00:00+00:00', 'local': '2024-07-17T05:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.597916920979817,"{'utc': '2024-07-17T11:00:00+00:00', 'local': '2024-07-17T04:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.919732252756756,"{'utc': '2024-07-17T10:00:00+00:00', 'local': '2024-07-17T03:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.31712754567464,"{'utc': '2024-07-17T09:00:00+00:00', 'local': '2024-07-17T02:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.599345207214355,"{'utc': '2024-07-17T08:00:00+00:00', 'local': '2024-07-17T01:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.465729236602783,"{'utc': '2024-07-17T06:00:00+00:00', 'local': '2024-07-16T23:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.152326107025146,"{'utc': '2024-07-17T05:00:00+00:00', 'local': '2024-07-16T22:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.181830406188965,"{'utc': '2024-07-17T04:00:00+00:00', 'local': '2024-07-16T21:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,25.348199208577473,"{'utc': '2024-07-17T03:00:00+00:00', 'local': '2024-07-16T20:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,26.244672298431396,"{'utc': '2024-07-17T02:00:00+00:00', 'local': '2024-07-16T19:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.422123273213703,"{'utc': '2024-07-17T01:00:00+00:00', 'local': '2024-07-16T18:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,28.395372072855633,"{'utc': '2024-07-17T00:00:00+00:00', 'local': '2024-07-16T17:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.298869132995605,"{'utc': '2024-07-16T23:00:00+00:00', 'local': '2024-07-16T16:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,30.955674330393474,"{'utc': '2024-07-16T22:00:00+00:00', 'local': '2024-07-16T15:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.33348226547241,"{'utc': '2024-07-16T21:00:00+00:00', 'local': '2024-07-16T14:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,33.08897399902344,"{'utc': '2024-07-16T20:00:00+00:00', 'local': '2024-07-16T13:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,30.95858637491862,"{'utc': '2024-07-16T19:00:00+00:00', 'local': '2024-07-16T12:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.22072919209798,"{'utc': '2024-07-16T18:00:00+00:00', 'local': '2024-07-16T11:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.782306671142578,"{'utc': '2024-07-16T17:00:00+00:00', 'local': '2024-07-16T10:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.45388380686442,"{'utc': '2024-07-16T16:00:00+00:00', 'local': '2024-07-16T09:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.583601156870525,"{'utc': '2024-07-16T15:00:00+00:00', 'local': '2024-07-16T08:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.340089003245037,"{'utc': '2024-07-16T14:00:00+00:00', 'local': '2024-07-16T07:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.276384035746258,"{'utc': '2024-07-16T13:00:00+00:00', 'local': '2024-07-16T06:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.15815496444702,"{'utc': '2024-07-16T12:00:00+00:00', 'local': '2024-07-16T05:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.022648811340332,"{'utc': '2024-07-16T11:00:00+00:00', 'local': '2024-07-16T04:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.92782735824585,"{'utc': '2024-07-16T10:00:00+00:00', 'local': '2024-07-16T03:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.990952173868816,"{'utc': '2024-07-16T09:00:00+00:00', 'local': '2024-07-16T02:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.30013354619344,"{'utc': '2024-07-16T08:00:00+00:00', 'local': '2024-07-16T01:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.55657720565796,"{'utc': '2024-07-16T07:00:00+00:00', 'local': '2024-07-16T00:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.231160640716553,"{'utc': '2024-07-16T06:00:00+00:00', 'local': '2024-07-15T23:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.058348337809246,"{'utc': '2024-07-16T05:00:00+00:00', 'local': '2024-07-15T22:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.003095308939617,"{'utc': '2024-07-16T04:00:00+00:00', 'local': '2024-07-15T21:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.907589276631672,"{'utc': '2024-07-16T03:00:00+00:00', 'local': '2024-07-15T20:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,26.143258730570476,"{'utc': '2024-07-16T02:00:00+00:00', 'local': '2024-07-15T19:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.051606973012287,"{'utc': '2024-07-16T01:00:00+00:00', 'local': '2024-07-15T18:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.680356979370117,"{'utc': '2024-07-16T00:00:00+00:00', 'local': '2024-07-15T17:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,28.87772337595622,"{'utc': '2024-07-15T23:00:00+00:00', 'local': '2024-07-15T16:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,30.74708366394043,"{'utc': '2024-07-15T22:00:00+00:00', 'local': '2024-07-15T15:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.83574358622233,"{'utc': '2024-07-15T21:00:00+00:00', 'local': '2024-07-15T14:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,32.587767918904625,"{'utc': '2024-07-15T20:00:00+00:00', 'local': '2024-07-15T13:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,30.07354164123535,"{'utc': '2024-07-15T19:00:00+00:00', 'local': '2024-07-15T12:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,26.24407736460368,"{'utc': '2024-07-15T18:00:00+00:00', 'local': '2024-07-15T11:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.6249254544576,"{'utc': '2024-07-15T17:00:00+00:00', 'local': '2024-07-15T10:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.320327440897625,"{'utc': '2024-07-15T16:00:00+00:00', 'local': '2024-07-15T09:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.4254314104716,"{'utc': '2024-07-15T15:00:00+00:00', 'local': '2024-07-15T08:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.186978975931805,"{'utc': '2024-07-15T14:00:00+00:00', 'local': '2024-07-15T07:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.073199431101482,"{'utc': '2024-07-15T13:00:00+00:00', 'local': '2024-07-15T06:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.384479363759358,"{'utc': '2024-07-15T12:00:00+00:00', 'local': '2024-07-15T05:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,20.952395757039387,"{'utc': '2024-07-15T10:00:00+00:00', 'local': '2024-07-15T03:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.115044752756756,"{'utc': '2024-07-15T09:00:00+00:00', 'local': '2024-07-15T02:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.40552043914795,"{'utc': '2024-07-15T08:00:00+00:00', 'local': '2024-07-15T01:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,21.78467257817586,"{'utc': '2024-07-15T07:00:00+00:00', 'local': '2024-07-15T00:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.269761721293133,"{'utc': '2024-07-15T06:00:00+00:00', 'local': '2024-07-14T23:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,22.907976309458416,"{'utc': '2024-07-15T05:00:00+00:00', 'local': '2024-07-14T22:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,23.466264883677166,"{'utc': '2024-07-15T04:00:00+00:00', 'local': '2024-07-14T21:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,24.311309496561687,"{'utc': '2024-07-15T03:00:00+00:00', 'local': '2024-07-14T20:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,25.6663392384847,"{'utc': '2024-07-15T02:00:00+00:00', 'local': '2024-07-14T19:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,27.29751491546631,"{'utc': '2024-07-15T01:00:00+00:00', 'local': '2024-07-14T18:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,28.229032675425213,"{'utc': '2024-07-15T00:00:00+00:00', 'local': '2024-07-14T17:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
1519816,East Irvine - Northwood,temperature,29.22701899210612,"{'utc': '2024-07-14T23:00:00+00:00', 'local': '2024-07-14T16:00:00-07:00'}",c,"{'latitude': 33.716054, 'longitude': -117.74926}",US,,False,,Governmental Organization,low-cost sensor
